id,genres,title,keywords,overview,popularity,release_date,runtime,vote_average,vote_count,cast,crew,production_countries,production_companies
9902,Horror Thriller,Wrong Turn,life and death death of a friend parts of dead body,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",33.555764,2003-05-30,84.0,6.0,635,Desmond Harrington Eliza Dushku Emmanuelle Chriqui Jeremy Sisto Kevin Zegers Lindy Booth,Robert Kulzer Erik Feig Rob Schmidt Brian J. Gilbert Stan Winston,Germany United States of America,Summit Entertainment Newmarket Capital Group Regency Enterprises Constantin Film Produktion Stan Winston Studio Media Cooperation One DCP Wrong Turn Productions
14729,Western History,The Long Riders,brother brother relationship jesse james cole younger,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",2.959547,1980-05-12,99.0,6.6,50,David Carradine Keith Carradine Robert Carradine James Keach Stacy Keach Dennis Quaid,James Keach Stacy Keach Walter Hill Tim Zinnemann Bill Bryden Steven Philip Smith,United States of America,United Artists
9455,Action Crime Mystery Thriller,The Corruptor,new york life and death gang war police china town triad,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",4.068107,1999-03-12,110.0,6.0,57,Mark Wahlberg Chow Yun-fat Byron Mann Kim Chan Ric Young Paul Ben-Victor,Dan Halsted James Foley,United States of America,New Line Cinema Illusion Entertainment Group
103731,Drama,Mud,river snake arkansas fugitive river boat,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,17.663353,2013-05-01,130.0,7.0,1068,Matthew McConaughey Tye Sheridan Jacob Lofland Sam Shepard Reese Witherspoon Sarah Paulson,Aaron Ryder Sarah Green Jeff Nichols Lisa Maria Falcone,United States of America,FilmNation Entertainment Everest Entertainment
10090,Action Adventure Comedy Crime,Reno 911!: Miami,sex terrorist beach nudity police parody attack shootout mockumentary explosion drug,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,4.207456,2007-02-23,84.0,5.6,72,Lennie Loftin Danny DeVito Ben Garant Carlos Alazraqui Mary Birdsong,Danny DeVito Michael Shamberg Stacey Sher Ben Garant Penny Adams John Landgraf Sandi Yi-Trimble,United States of America,Paramount Pictures Double Feature Films Jersey Films Twentieth Century Fox Film Corporation Comedy Central Films Principato-Young Entertainment High Sierra Carpeting
164558,Documentary Music,One Direction: This Is Us,concert,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",7.944457,2013-08-28,92.0,8.0,201,Harry Styles Niall Horan Zayn Malik Louis Tomlinson Liam Payne Jon Shone,Morgan Spurlock Simon Cowell Adam Milano Ben Winston,United States of America,Columbia Pictures Sony Pictures
19905,Comedy,"The Goods: Live Hard, Sell Hard",duringcreditsstinger,"Who is Don Ready? Salesman? Lover? Song Stylist? Semi-professional dolphin trainer? Ready is all of the above - except for a dolphin trainer. When he’s asked to help save an ailing local car dealership from bankruptcy, Ready and his ragtag crew descend on the town of Temecula like a pack of coyotes on a basket full of burgers.",3.352702,2009-08-14,90.0,5.4,58,Jeremy Piven Ving Rhames James Brolin David Koechner Kathryn Hahn Ed Helms,Neal Brennan Andy Stock Rick Stempson,United States of America,Paramount Vantage Kevin Messick Productions Gary Sanchez Productions
17710,Animation Family,Hey Arnold! The Movie,,"When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood.",5.856363,2002-06-28,76.0,5.6,62,Spencer Klein Francesca Smith Jamil Walker Smith Dan Castellaneta Tress MacNeille Paul Sorvino,Albie Hecht Craig Bartlett Tuck Tucker Steve Viksten,United States of America,Paramount Pictures Nickelodeon Movies Nickelodeon Animation Studios Paramount Animation Snee-Oosh Productions
75900,Drama,My Week with Marilyn,based on novel biography historical figure marilyn monroe,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",21.006078,2011-10-17,99.0,6.6,406,Michelle Williams Eddie Redmayne Kenneth Branagh Julia Ormond Judi Dench Emma Watson,Harvey Weinstein David Parfitt Simon Curtis,United Kingdom,BBC Films The Weinstein Company UK Film Council Lip Sync Post Trademark Films
9515,Action Comedy Crime Drama Thriller,The Matador,mexico city midlife crisis cocktail independent film stranger hit man,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",5.647538,2005-05-12,96.0,6.2,136,Pierce Brosnan Greg Kinnear Hope Davis Portia Dawson Adam Scott Israel Tellez,Pierce Brosnan Beau St. Clair Richard Shepard Bryan Furst Sean Furst Stephen Break Susanne Bohnet Bradley Jenkel Ricardo Del Río Gerd Koechlin Manfred D. Heid Amanda Scarano,Germany United States of America,Miramax Films
27322,Comedy Drama Romance,Love Jones,sex ex-boyfriend independent film african american,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",1.000178,1997-03-14,104.0,8.1,12,Larenz Tate Nia Long Isaiah Washington Bill Bellamy Lisa Nicole Carson,Theodore Witcher,United States of America,New Line Cinema Addis Wechsler Pictures
328425,Thriller Mystery,The Gift,detective stalker gift bully psychological thriller,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",27.247013,2015-07-30,108.0,6.7,1049,Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman Tim Griffin Busy Philipps,Joel Edgerton Jason Blum Rebecca Yeldham,United States of America,Blumhouse Productions Blue-Tongue Films Huayi Brothers Media STX Entertainment Ahimsa Films
14120,Adventure Drama,End of the Spear,drama,"""End of the Spear"" is the story of Mincayani, a Waodani tribesman from the jungles of Ecuador. When five young missionaries, among them Jim Elliot and Nate Saint, are speared to death by the Waodani in 1956, a series of events unfold to change the lives of not only the slain missionaries' families, but also Mincayani and his people",1.83428,2005-12-02,108.0,6.1,15,Louie Leonardo Chad Allen Jack Guzman Chase Ellison Sylvia Jefferies,Bill Ewing Jim Hanon,United States of America,Bearing Fruit Entertainment every tribe entertainment
10050,Comedy Romance,Get Over It,theatre play theatre group high school falling in love,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",11.592129,2001-03-08,87.0,5.5,75,Kirsten Dunst Ben Foster Melissa Sagemiller Colin Hanks Zoe Saldana Swoosie Kurtz,Paul Feldsher Marc Butan Louise Rosner-Meyer Michael Burns Leanna Creel Richard Hull Tommy O'Haver,United States of America,Miramax
1542,Comedy Crime,Office Space,suburbia downsizing software engineer burnout dallas texas beach resort coworker relationship laziness duringcreditsstinger business rivalry,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,18.366362,1999-02-19,89.0,7.4,1050,Ron Livingston Jennifer Aniston David Herman Ajay Naidu Diedrich Bader Stephen Root,Mike Judge Michael Rotenberg Daniel Rappaport,United States of America,Twentieth Century Fox Film Corporation Cubicle Inc.
10490,Comedy,Drop Dead Gorgeous,minnesota mother role beauty contest girl from the province hicktown evil mother mother daughter relationship envy pretty woman mocumentary,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",6.736274,1999-07-23,98.0,6.4,86,Kirsten Dunst Ellen Barkin Denise Richards Amy Adams Kirstie Alley Allison Janney,Michael Patrick Jann,United States of America,New Line Cinema Capella International KC Medien AG
87093,Drama,Big Eyes,wife husband relationship artist court case,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",28.570174,2014-12-24,105.0,6.8,1196,Amy Adams Christoph Waltz Krysten Ritter Danny Huston Jason Schwartzman Terence Stamp,Tim Burton Scott Alexander Larry Karaszewski Lynette Howell,Canada United States of America,The Weinstein Company Silverwood Films Electric City Entertainment Tim Burton Productions
10029,Comedy Crime Thriller,Very Bad Things,prostitute hotel cocaine nudity psychopath stag night friends murder independent film marijuana blood wedding las vegas violence death accident,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",5.671691,1998-09-11,100.0,6.2,179,Jon Favreau Leland Orser Cameron Diaz Christian Slater Jeremy Piven Daniel Stern,Diane Nabatoff Peter Berg Michael Schiffer Cindy Cowan Joanna Johnson,United States of America,Initial Entertainment Group (IEG) Interscope Communications VBT Productions Ballpark Productions Partnership
9893,Comedy Family,Sleepover,high school scavenger hunt teenage crush slumber party teenager teen comedy,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",5.842299,2004-07-09,89.0,5.3,101,Alexa PenaVega Mika Boorem Jane Lynch Sara Paxton Brie Larson Steve Carell,Charles Weinstock Elisa Bell Joe Nussbaum Bob Cooper Karen Lunder,United States of America,
11507,Crime Mystery Horror Thriller,Body Double,female nudity pornography claustrophobia nudity witness police movie in movie murder neighbor los angeles peeping tom porn actress struggling actor voyeurism actor,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",9.525626,1984-10-25,114.0,6.4,137,Craig Wasson Melanie Griffith Gregg Henry Deborah Shelton Guy Boyd Dennis Franz,Brian De Palma,United States of America,Columbia Pictures Corporation Delphi II Productions
37931,Action Adventure Comedy,MacGruber,aftercreditsstinger duringcreditsstinger,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",14.038512,2010-05-21,90.0,5.1,179,Will Forte Kristen Wiig Val Kilmer Ryan Phillippe Maya Rudolph Powers Boothe,Will Forte Jorma Taccone John Solomon,United States of America,Relativity Media
3472,Crime Drama Thriller,Dirty Pretty Things,london england prostitute hotel night watchman illegal immigration immigration law transplanted organ turk delinquency,"An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart.",9.177896,2002-09-05,97.0,6.8,131,Chiwetel Ejiofor Audrey Tautou Sergi López Benedict Wong Sophie Okonedo Zlatko Burić,Stephen Frears Robert Jones Tracey Seaward,United Kingdom,Miramax Films BBC Films Celador Productions Jonescompany Productions
87818,Comedy,Movie 43,slapstick ensemble cast duringcreditsstinger woman director laxative,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.",35.350303,2013-01-01,90.0,4.4,797,Anna Faris Emma Stone Halle Berry Kate Winslet Hugh Jackman Richard Gere,Griffin Dunne Peter Farrelly Charles B. Wessler Elizabeth Banks Olle Sarri James Gunn Steven Brill Brett Ratner Steve Carr John Penotti Ryan Kavanaugh Bob Odenkirk Ricky Blitt Greg Pritikin Rusty Cundieff Rocky Russo Steve Baker Jeremy Sosenko James Duffy Patrik Forsberg Will Carlough Matt Portenoy Jonathan van Tulleken Jason Taragan Jenny Serneholt Jack Kukoda Jacob Fleisher Bill O'Malley Will Graham Claes Kjellstrom Jonas Wittenmark Tobias Carlson Elizabeth Wright Shapiro,United States of America,Greenestreet Films Relativity Media Virgin Produced Wessler Entertainment Witness Protection Films
13160,Comedy,Over Her Dead Body,diary romantic comedy death of lover spirit death by accident psychic moving on,"After his fiancée, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship.",12.067921,2008-02-01,95.0,5.3,145,Eva Longoria Jason Biggs Lake Bell Paul Rudd Lindsay Sloane Stephen Root,Paul Brooks Jeff Lowell,United States of America,The Safran Company Gold Circle Films Dead Fiancée Productions
88005,Comedy Drama Romance Science Fiction,Seeking a Friend for the End of the World,asteroid road trip end of the world woman director,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",30.863082,2012-06-22,101.0,6.3,700,Steve Carell Keira Knightley Connie Britton Adam Brody Rob Corddry Derek Luke,Steve Golin Mark Roybal Lorene Scafaria Steven M. Rales Joy Gorman,United States of America,Mandate Pictures Indian Paintbrush Anonymous Content Focus Features
52067,Comedy,Cedar Rapids,hotel infidelity one-night stand friendship swimming pool drinking naive duringcreditsstinger,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,10.254807,2011-02-11,87.0,5.9,135,Anne Heche Ed Helms Sigourney Weaver John C. Reilly Rob Corddry Alia Shawkat,Miguel Arteta,United States of America,Ad Hominem Enterprises
73,Drama,American History X,usa neo-nazi prison skinhead brother brother relationship rape fascism brother basketball jail school swastika los angeles family hate neo nazism xenophobia interracial friendship nazism prison rape,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",73.567232,1998-10-30,119.0,8.2,3016,Edward Norton Edward Furlong Beverly D'Angelo Avery Brooks Jennifer Lien Ethan Suplee,Tony Kaye John Morrissey,United States of America,New Line Cinema The Turman-Morrissey Company Savoy Pictures
134597,Horror Thriller,The Collection,mercenary party sequel gore escape serial killer masked killer trap,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",16.361743,2012-09-21,94.0,5.9,289,Josh Stewart Christopher McDonald Emma Fitzpatrick Lee Tergesen Erin Way Navi Rawat,Marcus Dunstan Brett Forbes Patrick Rizzotti Julie Richardson,United States of America,Fortress Features LD Entertainment
24034,Animation Drama Family Music,Teacher's Pet,,"Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue",1.374409,2004-01-16,74.0,5.5,2,Nathan Lane Kelsey Grammer Shaun Fleming Debra Jo Rupp David Ogden Stiers,Stephen Swofford Timothy Bjorklund,United States of America,Walt Disney Pictures Walt Disney Television Animation
14283,Drama Thriller Mystery Music Romance,The Red Violin,auction violin,"Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake.",6.18869,1998-09-10,131.0,7.3,99,Carlo Cecchi Irene Grazioli Anita Laurenzi Tommaso Puntelli Samuele Amighetti Jean-Luc Bideau,Don McKellar François Girard,Canada Italy United Kingdom,Rhombus Media Channel Four Films
404,Drama,The Straight Story,brother brother relationship mississippi wisconsin lawnmower iowa biography based on true story independent film family relationships family road movie,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",15.280261,1999-10-15,112.0,7.7,306,Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter Donald Wiegert Tracey Maloney,David Lynch Mary Sweeney Neal Edelstein,United States of America,"Walt Disney Pictures Channel Four Films Asymmetrical Productions Les Films Alain Sarde The Picture Factory StudioCanal Canal+ CiBy 2000 The Straight Story, Inc"
13201,Action Crime Drama Romance,Deuces Wild,gang new york city drug overdose,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",0.753481,2002-05-03,96.0,5.5,34,Stephen Dorff Fairuza Balk Brad Renfro Norman Reedus Max Perlich Drea de Matteo,Scott Kalvert,Germany United States of America,United Artists
209403,Comedy,Bad Words,competition satire spelling bee estranged father unlikely friendship anger issues,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",14.105392,2013-09-06,88.0,6.4,334,Jason Bateman Kathryn Hahn Rohan Chand Philip Baker Hall Allison Janney Ben Falcone,Jason Bateman,United States of America,Darko Entertainment Aggregate Film
7942,Comedy Romance,Run Fatboy Run,father son relationship new love fiancé training rent jogging marathon wedding pregnancy,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",14.905357,2007-09-06,100.0,6.2,238,Simon Pegg Thandie Newton Hank Azaria Dylan Moran Harish Patel India de Beaufort,Robert Jones David Schwimmer Sarah Curtis,United Kingdom,Entertainment Films Material Entertainment Beech Hill Films
73247,Comedy Romance Family,Heartbeeps,servant future chase lovers outlaw robot,Heartbeeps stars Andy Kaufman and Bernadette Peters as domestic robots who fall in love and run off together.,0.518056,1981-12-18,79.0,3.8,6,Andy Kaufman Bernadette Peters Randy Quaid Kenneth McMillan Melanie Mayron Christopher Guest,Michael Phillips John Hill Allan Arkush,United States of America,Universal Pictures
253331,Drama,Black or White,grieving widower widower,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",12.172131,2014-09-06,121.0,6.5,115,Kevin Costner Jillian Estell Jennifer Ehle Gillian Jacobs Octavia Spencer Bill Burr,Kevin Costner Mike Binder Todd Lewis,United States of America,Treehouse Pictures
34043,Comedy Family Romance,On the Line,,'N Sync heartthrobs Lance Bass and Joey Fatone stretch their thespian muscles in their acting debut. A young man (Bass) is smitten with a girl (Emmanuelle Chriqui) he meets on a subway train and spends the rest of the movie trying to reunite with her. The man's best friend (Fatone) helps him in his quest by wallpapering Chicago with posters and signs that soon become the talk of the town.,3.084874,2001-10-26,85.0,4.1,10,Lance Bass Joey Fatone Emmanuelle Chriqui James Bulliard Al Green,Peter Abrams Robert L. Levy Eric Bross Richard Hull Eric Aronson Paul Stanton Wendy Thorlakson,United States of America,Miramax Films Tapestry Films A Happy Place
9952,Adventure Drama War,Rescue Dawn,war crimes violence laotian soldier pipe smoking rice paddy letter from home ant's nest net fishing dragging someone,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,17.078656,2006-09-09,126.0,6.9,336,Christian Bale Steve Zahn Marshall Bell Toby Huss Pat Healy,Werner Herzog Robyn Klein Jeff Geoffray Walter Josten Elton Brand Steve Marlton Adam W. Rosen Harry Knapp,United States of America,Metro-Goldwyn-Mayer (MGM)
256924,Comedy Drama Music,Danny Collins,rock star middle age,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,16.318608,2015-03-19,107.0,6.6,183,Al Pacino Annette Bening Jennifer Garner Bobby Cannavale Christopher Plummer Josh Peck,Dan Fogelman,United States of America,Big Indie Pictures ShivHans Pictures
82532,Drama Comedy,"Jeff, Who Lives at Home",slacker basement destiny glue stoner wrong number mumblecore,"Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife.",10.409155,2011-09-13,83.0,6.1,217,Jason Segel Ed Helms Susan Sarandon Judy Greer Rae Dawn Chong Joe Chrest,Jay Duplass Mark Duplass Russell Smith,United States of America,Indian Paintbrush
41110,Drama Romance,Io sono l'amore,adultery restaurant textile industry male friendship bourgeoisie food chef high society,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",5.355763,2009-09-05,120.0,6.9,73,Tilda Swinton Flavio Parenti Edoardo Gabbriellini Alba Rohrwacher Gabriele Ferzetti Marisa Berenson,Tilda Swinton Luca Guadagnino Marco Morabito Alessandro Usai,Italy,Rai Cinema
134371,Drama Science Fiction Mystery,Atlas Shrugged Part II,ayn rand,"The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon.  Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World.  But, the motor is dead... there is no one left to decipher its secret... and, someone is watching.  It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good.  A motor that would power the World. A World whose motor would be stopped.  Who is John Galt?",4.725357,2012-10-12,112.0,5.4,41,Samantha Mathis Jason Beghe Esai Morales Patrick Fabian Kim Rhodes Richard T. Jones,John Putch Harmon Kaslow Jeff Freilich Duke Sandefur John Aglialoro,United States of America,Cinema Vehicle Services Atlas 2 Productions
2088,Action Crime Drama Thriller,Romeo Is Bleeding,police operation sex addiction police mafia boss suspense bad cop hitwoman,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,4.850402,1993-09-13,100.0,5.7,36,Gary Oldman Lena Olin Annabella Sciorra Juliette Lewis Roy Scheider David Proval,Hilary Henkin Peter Medak Paul Webster,United Kingdom United States of America,Working Title Films Polygram Filmed Entertainment Hilary Henkin
10388,Action Crime Drama Mystery Thriller,The Limey,prison release from prison suitcase record producer investigation daughter loss revenge stakeout ex-con warehouse hired killer narcotics motel room neo-noir 1960s,"The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",8.902102,1999-05-15,89.0,6.6,105,Terence Stamp Lesley Ann Warren Luis Guzmán Barry Newman Joe Dallesandro Nicky Katt,Steven Soderbergh John Hardy Scott Kramer,United States of America,Artisan Entertainment
1640,Drama,Crash,race politics daughter installer police fall car crash racism los angeles bigotry social services collision,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",28.223163,2004-01-13,112.0,7.2,1149,Sandra Bullock Don Cheadle Matt Dillon Michael Peña Jennifer Esposito Brendan Fraser,Paul Haggis Don Cheadle Bob Yari Cathy Schulman Mark R. Harris Robert Moresco,Germany United States of America,Blackfriars Bridge Films Yari Film Group Bob Yari Productions ApolloProScreen Filmproduktion Bull's Eye Entertainment DEJ Productions Harris Company
25520,Drama Romance,The House of Mirth,,A woman risks losing her chance of happiness with the only man she has ever loved.,3.007816,2000-09-23,140.0,6.4,25,Gillian Anderson Dan Aykroyd Eleanor Bron Terry Kinney Anthony LaPaglia Laura Linney,Olivia Stewart Terence Davies,United Kingdom France Germany United States of America,"Granada Film Productions Arts Council of England Diaphana Films The Glasgow Film Fund National Lottery Showtime Networks Filmfour Scottish Arts Council, The Three Rivers Production Progres Film Distribution Kinowelt Median"
27342,Action Thriller,Malone,cia assassin,"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.",1.610132,1987-05-01,92.0,6.8,15,Burt Reynolds Cliff Robertson Kenneth McMillan Cynthia Gibb Scott Wilson Lauren Hutton,Harley Cokeliss Léo L. Fuchs,United States of America,Orion Pictures
13689,Drama Romance,Peaceful Warrior,,A chance encounter with a stranger changes the life of a college gymnast.,8.326131,2006-03-30,120.0,7.3,90,Scott Mechlowicz Nick Nolte Amy Smart Tim DeKay Ashton Holmes Paul Wesley,Victor Salva,Germany United States of America,Universal
67911,Comedy,Bucky Larson: Born to Be a Star,porno star hollywood,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,3.919057,2011-09-09,97.0,4.4,51,Nick Swardson Christina Ricci Stephen Dorff Don Johnson Ido Mosseri,Adam Sandler Tom Brady,United States of America,Columbia Pictures Happy Madison Productions
24664,Comedy Drama,Bamboozled,,"TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire.",2.23411,2000-10-06,135.0,6.3,24,Damon Wayans Savion Glover Tommy Davidson Jada Pinkett Smith Michael Rapaport Yasiin Bey,Jon Kilik Spike Lee,United States of America,New Line Cinema 40 Acres & A Mule Filmworks
329440,Horror Thriller,The Forest,japan forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",19.865989,2016-01-07,95.0,4.8,448,Natalie Dormer Taylor Kinney Yukiyoshi Ozawa Eoin Macken Rina Takasaki Noriko Sakura,David S. Goyer David Linde Ben Ketai Nick Antosca Jason Zada Sarah Cornwell Tory Metzger,United States of America,Lava Bear Films AI-Film Phantom Four Films
